criticality_rank,nearest_pharmacy_id,n_grid_squares,population_served,mean_dist_to_1st_km,mean_dist_to_2nd_km,mean_extra_distance_km,max_extra_distance_km,person_km_impact,namn,kommun,lan,lat,long
989,1048,22,7736,1.61694195952058,1.69893891464629,0.08199695512571015,0.09661375846594389,634.3284448524937,Apotek Hjärtat ICA Maxi Löddeköpinge,Kävlinge kommun,Skåne,55.768237561817486,12.990844644649835
990,1188,53,6332,5.502773594248519,5.602505766968201,0.0997321727196822,0.25515197216794294,631.5041176610276,Apotek Hjärtat ICA Maxi Värmdö,Värmdö kommun,Stockholms,59.31162598142069,18.42658928085131
991,1306,26,4291,3.2156497591470385,3.362583531891507,0.14693377274446867,0.23246312604745567,630.4928188465151,Kronans Apotek Kungsbacka Hantverksgatan,Kungsbacka kommun,Hallands,57.47748644611455,12.08093164523163
992,1145,167,9514,5.550361937605958,5.616601799843123,0.06623986223716467,0.08125321909203098,630.2060493243847,Apoteket Loket,Nässjö kommun,Jönköpings,57.654299550736084,14.695899628538225
993,735,23,1699,1.8192336797705648,2.1891555822857867,0.36992190251522195,0.42456432745255146,628.4973123733621,Kronans Apotek Härnösand Storgatan,Härnösands kommun,Västernorrlands,62.632052585071,17.939756151122204
994,415,15,2409,1.8085722132059148,2.069084396027293,0.2605121828213785,0.35466568315992797,627.5738484167008,Apoteket Linné,Hässleholms kommun,Skåne,56.159303648334706,13.777251161624347
995,687,15,3009,1.5516488766361034,1.759259945314598,0.2076110686784948,0.39891635657527474,624.7017056535908,Apoteket Lillänge,Östersunds kommun,Jämtlands,63.17433127861783,14.692552866657813
996,291,1,4825,0.5012547945033632,0.630571523341563,0.12931672883819978,0.12931672883819978,623.9532166443139,Apoteket Gripen,Nyköpings kommun,Södermanlands,58.75250048690232,17.006201153874322
997,1034,2,10355,0.4618345211413907,0.5220469112895324,0.06021239014814179,0.07587896804862004,623.4992999840082,Apoteket Hjorten,Norrköpings kommun,Östergötlands,58.58751220561033,16.191051468378728
998,543,28,5363,1.8739152328485267,1.9897310754355149,0.11581584258698813,0.3537958659497491,621.1203637940173,Apoteket Solrosen,Ängelholms kommun,Skåne,56.25517612512161,12.891766094520065
999,101,103,9749,3.5319952789018343,3.5956511224753664,0.06365584357353236,0.08724097757165183,620.580818998367,Apotek Hjärtat Kinna,Marks kommun,Västra Götalands,57.5075765913435,12.692416533754733
1000,1217,69,4252,3.4473039725765062,3.593192648213946,0.14588867563743935,0.2289222621306608,620.3186488103921,Apotek Hjärtat ICA Maxi Härnösand,Härnösands kommun,Västernorrlands,62.63674273080422,17.928980101227875
1001,1078,35,6943,1.4931960806874498,1.5823296887385436,0.08913360805109388,0.17878932991467078,618.8546406987448,Apoteket Fyren,Hudiksvalls kommun,Gävleborgs,61.7273492014225,17.105068007134317
1002,1136,84,10858,2.2799783489767114,2.3362313132176276,0.05625296424091632,0.09580873863191819,610.7946857278694,Apoteket Oxen,Mariestads kommun,Västra Götalands,58.70899749099824,13.822997330009178
1003,903,2,8761,0.8228573844733921,0.8924082099248758,0.0695508254514836,0.07976518020338275,609.3347817804478,Apotek Hjärtat Frölunda Torg,Göteborgs kommun,Västra Götalands,57.65275329607676,11.91330295009009
1004,1352,3,3946,1.048448261743874,1.2010998596357676,0.15265159789189367,0.1979940863168409,602.3632052814124,Apoteket Välsviken Karlstad,Karlstads kommun,Värmlands,59.395743545416394,13.575706644361736
1005,567,119,15246,2.213637447555334,2.252822378133201,0.03918493057786632,0.07894815371245834,597.4134515901499,Kronans Apotek Katrineholm,Katrineholms kommun,Södermanlands,58.994893630856765,16.207403811609797
1006,631,2,9502,0.7798630160294259,0.8427092513360128,0.06284623530658714,0.07024045327264627,597.164927883191,Apoteket Vakteln,Halmstads kommun,Hallands,56.67388461075493,12.858259486042588
1007,736,161,6653,3.18679176162566,3.2762471974199565,0.08945543579429711,0.11063458504759094,595.1470143394587,Kronans Apotek Hörby,Hörby kommun,Skåne,55.85199694231988,13.663596634008128
1008,720,2,995,0.3840943384843325,0.9813734987883387,0.5972791603040061,0.6103277821570208,594.2927645024861,Kronans Apotek Sahlgrenska sjukhuset,Göteborgs kommun,Västra Götalands,57.682567963019935,11.961593284501463
1009,669,3,9857,0.8727327068234879,0.9322080575603698,0.05947535073688217,0.13258697578001866,586.2485322134476,Apoteket Örnen,Karlstads kommun,Värmlands,59.37845337277579,13.499510965415832
1010,815,1,4590,0.19643791920982256,0.32321506641614123,0.12677714720631866,0.12677714720631866,581.9071056770026,Kronans Apotek Renmarkstorget,Umeå kommun,Västerbottens,63.826862462059516,20.26031758654896
1011,1291,4,9662,1.0594533504313064,1.1194073895527883,0.05995403912148186,0.09456275532628666,579.2759259917577,Apotek Hjärtat Viksjö Centrum,Järfälla kommun,Stockholms,59.411437783416204,17.8029490917259
1012,1395,3,4815,0.7757686518513222,0.8960100115417852,0.12024135969046286,0.2436167040595676,578.9621469095787,Kronans Apotek Partille Port,Partille kommun,Västra Götalands,57.73894535726188,12.101709628255735
1013,1102,33,7990,1.9470671624259661,2.019356106137336,0.07228894371136978,0.12308014432939529,577.5886602538445,Apoteket Lerum,Lerums kommun,Västra Götalands,57.76975307707607,12.271179730653431
1014,753,19,6362,2.3469743840007533,2.437363397721169,0.09038901372041586,0.16369104869816242,575.0549052892857,Kronans Apotek Lerum Vårdcentral,Lerums kommun,Västra Götalands,57.76870418860969,12.266297613360289
1015,975,19,4988,3.4590892587978552,3.574050181438275,0.11496092264041953,0.3571249270513668,573.4250821304126,Apotek Hjärtat ICA Maxi Linköping,Linköpings kommun,Östergötlands,58.43223636979597,15.591645389774328
1016,1134,8,9641,1.3229491639862256,1.3820613450265737,0.05911218104034812,0.08102815721329182,569.9005374099962,Apotek Hjärtat Mölndal Centrum,Mölndals kommun,Västra Götalands,57.65560906809605,12.01612896076657
1017,875,2,2127,0.18860583254378796,0.4562183384393591,0.2676125058955711,0.27030885418391687,569.2118000398798,Apoteket Baronen,Kalmar kommun,Kalmar,56.66098362526773,16.365044731426696
1018,147,32,6958,1.1729447932995538,1.2541801515618163,0.08123535826226239,0.11036932984273728,565.2356227888217,Apotek Hjärtat Nynäshamn,Nynäshamns kommun,Stockholms,58.904199004390705,17.946199096215324
1019,127,161,4195,7.785215372226759,7.91903148191389,0.13381610968713017,0.20454042789867932,561.3585801375111,Apotek Hjärtat Lycksele,Lycksele kommun,Västerbottens,64.59664125508063,18.674826069753284
1020,1006,1,6912,0.520236143138992,0.6011980709879661,0.08096192784897405,0.08096192784897405,559.6088452921086,Apotek Hjärtat Bromma Blocks,Stockholms kommun,Stockholms,59.355600324043884,17.955193106118532
1021,1112,3,2089,0.717226768626624,0.984852820107011,0.267626051480387,0.33529896095049916,559.0708215425284,LloydsApotek Alelyckan Göteborg,Göteborgs kommun,Västra Götalands,57.74420959424588,12.008878990587482
1022,292,39,2700,8.005767313149143,8.21070429190948,0.2049369787603368,0.27938066754693736,553.3298426529094,"Apoteksgruppen Ronneby, Övre Brunnsvägen",Ronneby kommun,Blekinge,56.2168536203942,15.269889156818108
1023,883,7,3841,0.89235168531386,1.0362897681605583,0.1439380828466983,0.16189787271686762,552.8661762141681,Apoteket Kungsmässan,Kungsbacka kommun,Hallands,57.493121226288295,12.074174758998652
1024,1130,14,1827,2.7650620966811785,3.066832685466011,0.30177058878483204,0.4544462995352516,551.3348657098882,Kronans Apotek Märsta,Sigtuna kommun,Stockholms,59.61676559854285,17.856225609241907
1025,947,5,6946,1.6124048179532797,1.6914515582365628,0.07904674028328315,0.09438270910222557,549.0586580076848,Apotek Hjärtat Angered Centrum,Göteborgs kommun,Västra Götalands,57.79687273853915,12.050472025725655
1026,20,24,1800,6.086978776539323,6.390226758920569,0.30324798238124717,0.6423146414036385,545.8463682862449,Maxi ICA Stormarknad Falun,Falu kommun,Dalarnas,60.60703464828693,15.658696575165038
1027,136,92,9716,1.6924481372962465,1.7483739384791803,0.055925801182933874,0.07681686753755412,543.3750842933855,Apotek Hjärtat Galleria Kvarnen Mjölby,Mjölby kommun,Östergötlands,58.32574387587187,15.125334119835564
1028,1156,2,5341,0.935507061869354,1.037053136232862,0.10154607436350818,0.135255481019817,542.3575831754972,Apotek Hjärtat Länssjukhuset Kalmar,Kalmar kommun,Kalmar,56.65761806546973,16.332344497448236
1029,382,8,6133,1.270160775737237,1.3574971322452416,0.08733635650800449,0.16050561882837444,535.6338744635915,Apoteket Källan,Burlövs kommun,Skåne,55.64066924517051,13.08401480399585
1030,851,1,3700,0.45249288366294466,0.5972097885850778,0.14471690492213313,0.14471690492213313,535.4525482118926,Apotek Hjärtat Södersjukhuset Stockholm,Stockholms kommun,Stockholms,59.30995382234841,18.055925641339485
1031,1296,50,7515,4.306706846702196,4.377772684217184,0.07106583751498795,0.09695265576736734,534.0597689251344,Apoteket Center Syd,Kävlinge kommun,Skåne,55.768793247790775,12.989652253552297
1032,15,47,3133,2.012648228441336,2.181623398800327,0.16897517035899096,0.21633088440646975,529.3992087347186,ICA Kvantum Gislaved,Gislaveds kommun,Jönköpings,57.303149481378576,13.544009032103327
1033,1304,35,5856,2.6986772637924457,2.789054137651373,0.09037687385892743,0.18110576581097937,529.246973317879,Kronans Apotek Stationsvägen,Karlskrona kommun,Blekinge,56.19702079067036,15.650124521930868
1034,1158,4,7631,0.5141522433951934,0.5833296843890444,0.06917744099385109,0.09630598834724743,527.8930522240777,Apoteket Kongahälla,Kungälvs kommun,Västra Götalands,57.873705348528816,11.973722538864108
1035,683,14,6258,1.7574483454140517,1.8396276530007496,0.08217930758669756,0.13849436765129353,514.2781068775533,Apoteket Arninge station,Täby kommun,Stockholms,59.45990257793113,18.138717074955768
1036,145,155,8796,3.143109928165131,3.2011381897633444,0.058028261598213254,0.08036539883270066,510.4165890178838,Apotek Hjärtat Nybro,Nybro kommun,Kalmar,56.74414099477952,15.90740930779968
1037,24,29,3044,2.535646760424402,2.702923167555787,0.16727640713138506,0.24093782037221245,509.1893833079361,ICA Supermarket Söderköping,Söderköpings kommun,Östergötlands,58.47558027310762,16.331353798566287
1038,347,6,5767,0.8863184619027892,0.9736178533044937,0.08729939140170452,0.1402359042684886,503.45559021363,Kronans Apotek Kungsbacka Innerstaden,Kungsbacka kommun,Hallands,57.48639877686708,12.076515164818227
1039,1268,1,4767,0.8217695790900116,0.9264902345697882,0.10472065547977649,0.10472065547977649,499.20336467209455,Apotek Hjärtat ICA Maxi Nyköping,Nyköpings kommun,Södermanlands,58.770254260983855,17.0210095014129
1040,932,19,6068,1.1715230431968697,1.2524736083474868,0.08095056515061712,0.09256275727708019,491.20802933394464,LloydsApotek Köping,Köpings kommun,Västmanlands,59.51387775835161,15.998258612525884
1041,724,78,8013,3.9339882592829376,3.994927299639711,0.06093904035677362,0.07890274483880155,488.304530378827,Kronans Apotek Hallarna Halmstad,Halmstads kommun,Hallands,56.655422502830255,12.909297256189554
1042,305,1,12733,0.40894634142674563,0.4472936803755747,0.03834733894882908,0.03834733894882908,488.27666683544066,"Apoteksgruppen Göteborg, Karl Johansgatan",Göteborgs kommun,Västra Götalands,57.69486794699103,11.920898315161855
1043,574,4,2945,0.8796816358064571,1.0449045834535897,0.16522294764713252,0.3385123040358705,486.58158082080524,Apoteket Svanen,Helsingborgs kommun,Skåne,56.000302877229174,12.738612358832697
1044,876,1,12196,0.6517622855384552,0.6912510629028386,0.0394887773643835,0.0394887773643835,481.60512873602113,"Apoteksgruppen Stockholm, Hammarby sjöstad",Stockholms kommun,Stockholms,59.30409564876906,18.092794963339635
1045,488,1,13673,0.5015608918731715,0.5367349567777422,0.035174064904570645,0.035174064904570645,480.93498944019444,Hornsgatan 49 Stockholm,Stockholms kommun,Stockholms,59.318137602211834,18.057574845923778
1046,1161,45,14931,1.8456132064753723,1.877776512840158,0.03216330636478561,0.04710741799418838,480.23032733261385,Apotek Hjärtat Gottsunda Centrum,Uppsala kommun,Uppsala,59.81013781091027,17.629974449955245
1047,1269,1,2431,1.2114233715410403,1.4084987718708109,0.19707540032977056,0.19707540032977056,479.0902982016722,Apotek Hjärtat Kungens Kurva,Huddinge kommun,Stockholms,59.270427375889525,17.921562236646633
1048,1407,1,1014,0.2972123809805321,0.7671214176026382,0.4699090366221061,0.4699090366221061,476.48776313481557,Willy:s Landskrona 2269,Landskrona kommun,Skåne,55.8706617923931,12.848698712168815
1049,1292,2,5359,0.36280289743757904,0.4513127470941653,0.08850984965658627,0.16253314359766657,474.3242843096458,Apotek Hjärtat Drottninggatan Landskrona,Landskrona kommun,Skåne,55.868639587838736,12.830780639952865
1050,1259,4,1612,0.7356136712348338,1.0293639034043056,0.29375023216947194,0.48721458494540815,473.52537425718873,Kronans Apotek Weda Köpcentrum,Södertälje kommun,Stockholms,59.20589565036147,17.643972713843002
1051,40,10,13435,1.9105042947349253,1.9457294855173302,0.035225190782404825,0.05645416842212092,473.2504381616088,Apoteket Gripen,Sundsvalls kommun,Västernorrlands,62.390878698471596,17.31038411832953
1052,927,79,4229,3.602417395131105,3.714142153285563,0.11172475815445841,0.16926151197471717,472.4840022352046,LloydsApotek Höör,Höörs kommun,Skåne,55.935334049276456,13.539396797584823
1053,1169,1,6348,0.2913812211927989,0.36530312383609076,0.07392190264329185,0.07392190264329185,469.25623797961663,Apoteket Emporia,Malmö kommun,Skåne,55.56502568938222,12.973573289028053
1054,1391,19,7075,0.9699360367463078,1.0360378918411661,0.06610185509485834,0.08284588406781512,467.67062479612275,Kronans Apotek Alingsås,Alingsås kommun,Västra Götalands,57.930047013306655,12.537577807033637
1055,399,1,4538,0.14561345305504028,0.2446853231183076,0.09907187006326731,0.09907187006326731,449.58814634710706,Apoteket Lejonet,Luleå kommun,Norrbottens,65.5844020291535,22.155691904841174
1056,807,19,10779,3.06034526104489,3.101706772515728,0.04136151147083761,0.08043494361684767,445.83573214415856,Kronans Apotek Torslanda,Göteborgs kommun,Västra Götalands,57.709998648957146,11.774602813238994
1057,970,1,3537,0.21359765079706053,0.33959846856599984,0.12600081776893932,0.12600081776893932,445.6648924487384,Apotek Hjärtat ICA Maxi Häggvik Sollentuna,Sollentuna kommun,Stockholms,59.43781633283105,17.932286585042398
1058,867,1,4421,0.986412729960267,1.086319299904708,0.09990656994444103,0.09990656994444103,441.6869457243738,"Apotek Hjärtat Universitetssjukhuset Linköping, södra entrén",Linköpings kommun,Östergötlands,58.4003781425796,15.620180833567316
1059,751,7,7736,0.8182766966967423,0.8744889599575277,0.05621226326078554,0.09222334347326266,434.8580685854369,Kronans Apotek Scheele Köping,Köpings kommun,Västmanlands,59.51320252905922,15.997302116232257
1060,1148,99,7311,2.228112882451053,2.2875028322114326,0.059389949760379625,0.09100570071594127,434.1999226981354,Apoteket Tranan,Tranås kommun,Jönköpings,58.03599655819909,14.97749360328266
1061,149,158,8292,5.186793199837885,5.239144841410584,0.05235164157270069,0.07054779968992442,434.0998119208341,Apotek Hjärtat Olofström,Olofströms kommun,Blekinge,56.27710227778795,14.530705186898036
1062,877,3,7939,0.9143737099653432,0.9685082895005509,0.05413457953520768,0.08353474505873826,429.77442693001376,Apoteket Citykompaniet,Skellefteå kommun,Västerbottens,64.75010114009748,20.954417119803512
1063,1100,2,14290,0.31482552552228193,0.3448194309803014,0.02999390545801948,0.030089746598707195,428.6129089950984,LloydsApotek Högdalen Stockholm,Stockholms kommun,Stockholms,59.26355063289623,18.041638327173406
1064,217,12,8938,1.554694105516125,1.6021119159640276,0.04741781044790265,0.067117849671878,423.8203897833539,Kronans Apotek Åkersberga Centrum,Österåkers kommun,Stockholms,59.47977088762217,18.298119787894976
1065,14,74,2483,2.5261388166347714,2.6963074214911518,0.17016860485638036,0.3459557004439002,422.5286458583924,ICA Kvantum Sjöbo,Sjöbo kommun,Skåne,55.6307093227663,13.708720921172903
1066,938,4,9794,0.5753724753325512,0.6182934377094236,0.0429209623768723,0.046601904044474965,420.3679055190873,LloydsApotek Sollentuna,Sollentuna kommun,Stockholms,59.4280603245165,17.95170608099559
1067,483,61,2416,2.51821251015475,2.692128694324377,0.1739161841696266,0.26661419493508554,420.1815009538179,Apoteket Sjukhuset Eksjö,Eksjö kommun,Jönköpings,57.66610438252888,14.966609901014987
1068,384,3,8181,0.5739765678772369,0.6250778659017961,0.0511012980245592,0.07062384000492206,418.0597191389188,Apoteket Källan,Botkyrka kommun,Stockholms,59.244796597560935,17.8278043161941
1069,1164,9,2969,1.5210753094691376,1.6614867489169474,0.1404114394478095,0.28360901351809303,416.88156372054647,LloydsApotek Åkersberga,Österåkers kommun,Stockholms,59.48707299929408,18.274006427504354
1070,884,7,8233,1.9349725605680563,1.9853711019942684,0.05039854142621203,0.058748328596749944,414.9311915620036,Apoteket Allum,Partille kommun,Västra Götalands,57.736783305159996,12.106201323845637
1071,923,19,9938,0.8734991694566686,0.9150241399917403,0.041524970535071724,0.10817867419265159,412.6751571775428,DOZ Apotek Borås Trandared,Borås kommun,Västra Götalands,57.7106016487431,12.944305008882154
1072,268,3,1945,0.774302845529049,0.9832958211623315,0.20899297563328248,0.3654539369487015,406.4913376067344,Apoteket Falu Lasarett EA,Falu kommun,Dalarnas,60.60854225393338,15.644114972594958
1073,561,13,5732,1.439872672762879,1.5107612181279817,0.07088854536510254,0.16547750577844678,406.3331420327678,Apoteket Sundet,Kalmar kommun,Kalmar,56.65755718897027,16.329634277176666
1074,1111,11,2264,0.8825027868227195,1.0572777409309468,0.17477495410822724,0.21020277522842223,395.6904961010265,LloydsApotek Eslöv,Eslövs kommun,Skåne,55.841798095201284,13.323800762144154
1075,5,86,4173,5.987990595302261,6.08244090281858,0.09445030751631993,0.12084812023208169,394.14113326560306,ICA Maxi Uddevalla,Uddevalla kommun,Västra Götalands,58.35356784885688,11.8090051000313
1076,1114,22,6324,1.8107726877361903,1.8716148050733183,0.06084211733712798,0.085529746546813,384.7655500399973,LloydsApotek Kumla,Kumla kommun,Örebro,59.12540619063299,15.143230900623845
1077,776,36,5368,1.9263750032544924,1.9978351931533103,0.07146018989881783,0.11034407931011425,383.59829937685413,Kronans Apotek Nynäshamn,Nynäshamns kommun,Stockholms,58.90329989081128,17.947008272734344
1078,1005,7,14039,1.1505574301131163,1.177466072673675,0.026908642560558752,0.041773559012901584,377.7704329076843,Apotek Hjärtat Tumba Centrum,Botkyrka kommun,Stockholms,59.19926479809479,17.834495145896913
1079,615,31,2391,10.56298924183018,10.720777999673194,0.1577887578430134,0.2850146025337154,377.2729200026451,"Apoteksgruppen Luleå, Storheden",Luleå kommun,Norrbottens,65.61835366806605,22.042849261528144
1080,926,4,4734,1.7354167734978065,1.8150784215771156,0.07966164807930892,0.14711533588287495,377.11824200744843,LloydsApotek Huddinge Flemingsberg,Huddinge kommun,Stockholms,59.22240257223658,17.938892169441566
1081,485,3,1714,1.2010214297460042,1.4189252554229348,0.2179038256769308,0.2386601548640523,373.4871572102594,Apoteket Kundcentrum Göteborg,Göteborgs kommun,Västra Götalands,57.74702572766436,11.994963370917603
1082,236,57,13491,1.4932008103343748,1.520623140616919,0.02742233028254417,0.044291193363041215,369.9546578418034,Kronans Apotek Gottsunda Centrum,Uppsala kommun,Uppsala,59.810402504496956,17.629317556750983
1083,675,1,3345,0.966880333647755,1.0757691689409838,0.10888883529322879,0.10888883529322879,364.2331540558503,Apoteksgruppen Krokslätt,Göteborgs kommun,Västra Götalands,57.681915849034276,11.99940149642891
1084,346,41,6518,2.2837615603889163,2.339164226089767,0.055402665700851304,0.08222547400280478,361.1145750381488,Kronans Apotek Kumla,Kumla kommun,Örebro,59.126195948415365,15.143705879752321
1085,371,2,8851,0.46517880997484196,0.5054332701006662,0.04025446012582419,0.06290396842556645,356.2922265736699,Kronans Apotek Varberg Torggatan,Varbergs kommun,Hallands,57.10549763484905,12.25319495921464
1086,1004,3,13845,0.7599402136642859,0.7854320478511483,0.025491834186862437,0.032570206643782296,352.93444431711043,Apotek Hjärtat Fruängen Centrum,Stockholms kommun,Stockholms,59.285604039740434,17.96410007839713
1087,944,1,9893,0.43823034899961355,0.4738522450597444,0.035621896060130775,0.035621896060130775,352.4074177228738,Kronans Apotek Liljeholmstorget Galleria Plan 2,Stockholms kommun,Stockholms,59.30960429485625,18.022781980515536
1088,1344,4,4973,0.5651030885774955,0.6344837631157739,0.06938067453827847,0.07104745033409554,345.0300944788588,Apoteket Hallarna Halmstad,Halmstads kommun,Hallands,56.65611950128191,12.909062876377668
1089,1272,87,5608,2.9209783357965553,2.982432753136711,0.06145441734015616,0.11063454959528318,344.63637244359575,Apotek Hjärtat Hörby,Hörby kommun,Skåne,55.85146844286404,13.662097212971963
1090,983,1,2899,0.3510454709687879,0.4694463556471305,0.1184008846783426,0.11840088467834259,343.2441646825152,Apotek Hjärtat ICA Maxi Ystadvägen Malmö,Malmö kommun,Skåne,55.57325440455023,13.036268571794622
1091,1328,1,6184,0.11719510161131348,0.17220748981006495,0.05501238819875144,0.05501238819875144,340.1966086210789,Apoteket Gullmarsplan Stockholm,Stockholms kommun,Stockholms,59.298972912956145,18.08106699071774
1092,757,1,6346,0.15442391737229172,0.20796815716806819,0.05354423979577644,0.05354423979577644,339.7917457439973,Kronans Apotek Limhamn,Malmö kommun,Skåne,55.58174236498005,12.93212503056468
1093,952,2,4671,0.7101102258117519,0.7820440063910307,0.07193378057927893,0.07648051774093134,336.0026890858119,Apotek Hjärtat Nacka Forum,Nacka kommun,Stockholms,59.30920863000363,18.16386246733851
1094,1088,2,8831,0.502759709361695,0.5406921151588012,0.03793240579710617,0.09289550805407831,334.9810755942446,"Apoteksgruppen Järva, Rinkeby",Stockholms kommun,Stockholms,59.38630056327491,17.937098854092547
1095,333,1,6191,0.06794182947906521,0.12179042396177728,0.053848594482712064,0.053848594482712064,333.3766484424704,Kronans Apotek Allégatan 43,Borås kommun,Västra Götalands,57.720457729370494,12.942621000256088
1096,1298,6,11510,1.2932432498927195,1.3218933618909867,0.028650111998267325,0.030823768543807084,329.7627891000569,Kronans Apotek Haninge Port 73,Haninge kommun,Stockholms,59.179237234601324,18.149224798130966
1097,965,23,497,3.8654123069624635,4.5204858886705255,0.6550735817080625,1.6660429093897222,325.57157010890705,Apotek Hjärtat ICA Maxi Flygstaden Halmstad,Halmstads kommun,Hallands,56.6792339909924,12.806267845159818
1098,6,2,2003,0.4057778597058237,0.5675567289842074,0.1617788692783837,0.16182204996203492,324.04307516460256,ICA Söder Helsingborg,Helsingborgs kommun,Skåne,56.03881427932969,12.701167580546729
1099,1105,68,7330,2.5805996176461066,2.6247355133732273,0.044135895727120684,0.07654849529923968,323.5161156797946,Kronans Apotek Mjölby,Mjölby kommun,Östergötlands,58.32639993121683,15.124926677672304
1100,1056,6,1233,2.2681046773892173,2.5289724148654225,0.26086773747620473,0.3857961421941112,321.64992030816046,Apotek Hjärtat ICA Maxi Kristianstad,Kristianstads kommun,Skåne,56.02539942031447,14.168951499690545
1101,568,1,4371,0.7438188342606361,0.817376495208037,0.0735576609474009,0.0735576609474009,321.52053600108934,Kronans Apotek Galleria Boulevard,Kristianstads kommun,Skåne,56.03023975974779,14.159267400834702
1102,1228,55,3339,3.124669836552658,3.2205664303396864,0.0958965937870284,0.19369739670437003,320.1987266548878,Kronans Apotek Kramfors,Kramfors kommun,Västernorrlands,62.93175349166293,17.77833873447863
1103,1406,1,10674,0.5282474459150694,0.5580839604069124,0.029836514491842995,0.02983651449184299,318.4749556859321,Willy:s Uppsala Björkgatan 2194,Uppsala kommun,Uppsala,59.86595064908296,17.66155584725124
1104,338,1,6243,0.34927849678079215,0.4000238779159316,0.05074538113513938,0.05074538113513938,316.80341442667515,Kronans Apotek Kungsportsplatsen,Göteborgs kommun,Västra Götalands,57.704341657392916,11.968918975912997
1105,572,3,3710,0.4424340989769558,0.5272474256186752,0.08481332664171935,0.08698890061589382,314.6574418407788,Apoteket Svanen,Nacka kommun,Stockholms,59.30897257170631,18.165439955405784
1106,912,138,5979,8.599342238489195,8.651957334649762,0.05261509616056686,0.1064323838667911,314.58565994402926,Apoteket Kronan,Norrtälje kommun,Stockholms,59.75760203395544,18.702795876466904
1107,898,2,1173,0.5400152383382346,0.8004996656512573,0.26048442731302274,0.27290549616230964,305.54823323817567,Apotek Mora,Mora kommun,Dalarnas,61.00851563885423,14.587765062586586
1108,790,1,9557,0.30455382987639645,0.3362514323373925,0.031697602460996066,0.031697602460996066,302.9339867197394,Kronans Apotek Lindhagen,Stockholms kommun,Stockholms,59.33701235851517,18.009968409568593
1109,537,3,3836,0.9894925810017784,1.0683452382639804,0.07885265726220202,0.09533369167939398,302.47879325780696,Apoteket Smedjan,Luleå kommun,Norrbottens,65.58393530873214,22.153165804219764
1110,984,13,1031,1.6605615561781175,1.9515708502698748,0.29100929409175713,0.3450606047164031,300.03058220860163,Apotek Hjärtat ICA Maxi Ängelholm,Ängelholms kommun,Skåne,56.25201908682674,12.891084088638998
1111,1064,36,2396,2.009458915868094,2.13301772864119,0.12355881277309606,0.13835812680636206,296.04691540433816,LloydsApotek Klippan,Klippans kommun,Skåne,56.13451120653727,13.131458086207536
1112,3,47,4629,1.811366534183597,1.8752471564666253,0.06388062228302824,0.11345268559031618,295.7034005481377,ICA Kvantum Vara,Vara kommun,Västra Götalands,58.25765434388092,12.960428307781344
1113,1232,1,8270,0.4187633857700677,0.4542448692411365,0.035481483471068775,0.035481483471068775,293.43186830573876,Apoteket Kopparbergsvägen,Västerås kommun,Västmanlands,59.61083142095534,16.54903277880382
1114,1001,1,8264,0.13511646551303802,0.17039614794103874,0.035279682428000725,0.035279682428000725,291.551295584998,Apotek Hjärtat Tanneforsgatan Linköping,Linköpings kommun,Östergötlands,58.41037172204464,15.622666870603949
1115,974,1,7655,0.6614219126517022,0.6991641325856003,0.037742219933898036,0.037742219933898036,288.91669359398946,Apotek Hjärtat ICA Maxi Lindhagen,Stockholms kommun,Stockholms,59.33742154177136,18.00937140845104
1116,1089,2,1709,0.842202581040327,1.0094652776093462,0.16726269656901938,0.18224873178332224,285.8519484364541,Apotek Hjärtat Storgatan 28 Örnsköldsvik,Örnsköldsviks kommun,Västernorrlands,63.291219223226356,18.71523058218615
1117,286,1,4544,0.1529332381607757,0.2155173010251926,0.0625840628644169,0.0625840628644169,284.38198165591035,Apoteket Globen,Stockholms kommun,Stockholms,59.292157399713446,18.082365173317214
1118,755,1,2616,0.1742208043596811,0.2827495967272612,0.10852879236758009,0.10852879236758009,283.9113208335895,Kronans Apotek Lidköping,Lidköpings kommun,Västra Götalands,58.50456294998067,13.156952678980126
1119,1049,118,6571,3.6604190782420387,3.703356063999841,0.04293698575780162,0.0705355657821034,282.13893341451444,Apoteket Storgatan Olofström,Olofströms kommun,Blekinge,56.27760276118368,14.530004604889672
1120,640,1,1865,1.2745824707418985,1.423452486288215,0.14887001554631651,0.14887001554631651,277.6425789938803,Apoteket Viken,Luleå kommun,Norrbottens,65.59149407014907,22.153139249273902
1121,648,1,1505,0.38539889581849374,0.5676106805712989,0.18221178475280522,0.1822117847528052,274.22873605297184,Apoteket Vrinnevisjukhuset EA,Norrköpings kommun,Östergötlands,58.564602135874985,16.17409690316623
1122,937,93,4011,2.894893583901248,2.963257849554088,0.06836426565284025,0.12498199921137365,274.2090695335422,LloydsApotek Sala,Sala kommun,Västmanlands,59.920196061460224,16.607703639718903
1123,1077,131,3028,8.20393681948854,8.294213912588829,0.09027709310028727,0.11762169186387261,273.35903790766986,Apoteket Vara,Vara kommun,Västra Götalands,58.25699662410682,12.962000140822699
1124,894,1,3404,0.6773680600691862,0.7568451435983015,0.07947708352911542,0.07947708352911542,270.5399923331089,Apoteket Häggvik,Sollentuna kommun,Stockholms,59.440978295345474,17.934730493279098
