criticality_rank,nearest_pharmacy_id,n_grid_squares,population_served,mean_dist_to_1st_km,mean_dist_to_2nd_km,mean_extra_distance_km,max_extra_distance_km,person_km_impact,namn,kommun,lan,lat,long
315,526,30,10322,1.1479958121557547,3.429536755351316,2.2815409431955613,3.446749884078822,23550.065615664582,Apoteket Röllekan,Uppsala kommun,Uppsala,59.810198665251676,17.702303628132096
316,318,46,10321,2.8388405480266856,5.116230460883597,2.2773899128569113,4.541747211975501,23504.94129059618,Apoteket Hägern,Kungsbacka kommun,Hallands,57.51998656097937,11.965062772271274
317,861,119,9721,3.936525109776462,6.35043148914761,2.413906379371149,3.886242354923706,23465.58391386694,Kronans Apotek Alnö,Sundsvalls kommun,Västernorrlands,62.42820270713537,17.417204917675924
318,175,137,16967,3.2766502380270524,4.657825441210788,1.381175203183735,1.9665484656907708,23434.399672418433,Apotek Hjärtat Söderhamn,Söderhamns kommun,Gävleborgs,61.302499356870285,17.054604981196977
319,21,204,21929,3.4090005155415146,4.44067613993463,1.0316756243931158,1.6143757925265385,22623.614767316634,ICA Supermarket Stenby,Eskilstuna kommun,Södermanlands,59.35671577275133,16.474691180444545
320,660,43,20520,1.5619962067346418,2.642884341945652,1.08088813521101,1.836233839752754,22179.824534529926,"Apoteksgruppen Hässelby, Åkermyntans centrum",Stockholms kommun,Stockholms,59.380331158895466,17.81793755309174
321,181,158,3449,5.257342683160208,11.660969734599504,6.403627051439297,10.971656653852655,22086.109700414134,Apotek Hjärtat Torup,Hylte kommun,Hallands,56.956195807728996,13.077698837854236
322,827,143,5287,3.5277012295659858,7.682685122863453,4.154983893297467,7.060817060673785,21967.399843863706,Kronans Apotek Vålberg Vårdcentral,Karlstads kommun,Värmlands,59.40300248662748,13.190206570979939
323,869,63,9251,2.027690479278936,4.400300351178909,2.372609871899973,4.160331512761098,21949.01392494665,Apoteket Älgen,Vänersborgs kommun,Västra Götalands,58.3564003420214,12.389306511507327
324,266,75,11838,1.8923123329132163,3.7214193423594177,1.8291070094462019,3.493411478847425,21652.96877782414,Apoteket Falken,Borlänge kommun,Dalarnas,60.51601348079239,15.410570385693367
325,928,90,4598,3.437261893666328,8.143312996444292,4.7060511027779635,7.912006290423793,21638.422970573076,LloydsApotek Insjön,Leksands kommun,Dalarnas,60.675497530330325,15.08950030110696
326,644,21,18117,1.1391541574129507,2.319885425014433,1.1807312676014827,1.5382494580661739,21391.30837513606,"Apoteksgruppen Märsta, Valsta centrum",Sigtuna kommun,Stockholms,59.61613231061803,17.82868402071113
327,890,17,14749,1.4569050267487271,2.9047698575946796,1.4478648308459527,2.1006830676483874,21354.558390146958,Apotek Bunkeflostrand,Malmö kommun,Skåne,55.55533493049048,12.919289535779244
328,385,219,15115,5.571957120786877,6.98354344507522,1.4115863242883429,2.2914478695648652,21336.1272916183,Apoteket Kärnan,Skövde kommun,Västra Götalands,58.42530433148291,13.85049133553494
329,202,12,13519,1.049595064646445,2.613770585625459,1.564175520979014,2.4367318796308295,21146.08886811529,Apotek Hjärtat Älta Centrum,Nacka kommun,Stockholms,59.25619784720991,18.176299237948676
330,226,11,22767,1.1486317971384774,2.07635417079963,0.9277223736611523,1.9022760390788316,21121.455281143455,Apoteket Biet,Helsingborgs kommun,Skåne,56.02840318280116,12.725701811651584
331,312,82,9913,3.14456436210481,5.256673138409558,2.112108776304748,3.4255307609012737,20937.33429950897,Apoteket Humlan,Linköpings kommun,Östergötlands,58.420395635430324,15.508606579641576
332,61,211,18400,3.7646157816346815,4.901698029738511,1.1370822481038292,1.4920866177343246,20922.313365110458,Apotek Hjärtat Bålsta Centrum,Håbo kommun,Uppsala,59.567183696214556,17.528298302829764
333,522,119,9295,3.427051557410619,5.662856705772745,2.2358051483621253,4.031763657181742,20781.808854025956,Apoteket Rosen,Borås kommun,Västra Götalands,57.70950271967275,12.798806224840776
334,68,78,19387,1.2564137088543987,2.308952233418749,1.0525385245643504,1.375451737743362,20405.56437572906,Apotek Hjärtat Eslöv,Eslövs kommun,Skåne,55.83830048750868,13.302695384766086
335,1223,25,10291,1.5846663976716908,3.555793072273716,1.9711266746020248,3.674890803991741,20284.864608329437,Kronans Apotek Billdal,Kungsbacka kommun,Hallands,57.56099151474221,11.96101405907448
336,833,144,2893,5.1652564001167915,12.165250013139623,6.9999936130228315,9.759702808614882,20250.981522475053,Kronans Apotek Öregrund Vårdcentral,Östhammars kommun,Uppsala,60.339966046618784,18.440344913085223
337,39,139,8804,6.6301113275563734,8.929676288049519,2.2995649604931443,4.514712740521825,20245.369912181643,ICA Nära Lindbacken,Uppsala kommun,Uppsala,59.91146250525884,17.74055488867217
338,770,117,11044,3.0695903607755013,4.893200953449748,1.8236105926742474,2.7590775268791194,20139.955385494388,Kronans Apotek Mora,Mora kommun,Dalarnas,61.00384588822999,14.537546793532512
339,288,14,17205,1.1578058243458487,2.3162418241253437,1.1584359997794953,1.9033334300138829,19930.89137620622,Kronans Apotek Rymdtorget,Göteborgs kommun,Västra Götalands,57.756602676727326,12.071897564799208
340,386,26,12077,1.3607701310768394,2.9715397731130677,1.6107696420362285,2.453531434798662,19453.26496687153,"Apoteksgruppen Hisings Kärra, Kärraplatsen",Göteborgs kommun,Västra Götalands,57.79430058712964,11.988507132195064
341,1314,50,8394,3.7194337322673787,6.036028404775642,2.316594672508263,4.1760548839113385,19445.49568103436,"Kronans Apotek Halmstad, Frösakull",Halmstads kommun,Hallands,56.67064089238701,12.736384827177313
342,643,79,15080,1.7526008985383195,3.038569046466494,1.2859681479281748,2.221991996375643,19392.399670756877,Apoteket Vipan,Halmstads kommun,Hallands,56.677509564444755,12.909216207354564
343,541,11,15650,0.8491364549789923,2.063513399316218,1.2143769443372257,1.8526748346482385,19004.99917887758,Kronans Apotek Sollentuna Edsberg,Sollentuna kommun,Stockholms,59.4453957543463,17.966292718579844
344,635,136,7487,5.284854734577402,7.7876753386922415,2.5028206041148398,4.36758386863177,18738.617863007807,Apoteket Vargen,Piteå kommun,Norrbottens,65.28810070173472,21.410700267576825
345,492,26,21814,2.2389553835960916,3.0929404763521817,0.8539850927560899,1.2773453726221025,18628.830813381344,Apoteksgruppen Västra Frölunda,Göteborgs kommun,Västra Götalands,57.640732802455936,11.90068074906349
346,943,61,11363,2.284641511813514,3.921725164795214,1.6370836529817003,2.3642651085540782,18602.18154883106,Apotek Hjärtat Hjortsberg,Falkenbergs kommun,Hallands,56.886397546923085,12.513194549686006
347,58,15,27986,1.1047304575076113,1.7646140827296755,0.6598836252220642,1.430779101363667,18467.50313546469,Apotek Hjärtat Blackebergs Centrum,Stockholms kommun,Stockholms,59.34790449614981,17.88439253841911
348,84,26,23551,1.3109405935522567,2.081663013185692,0.7707224196334351,1.3275765104563562,18151.28370478703,Apotek Hjärtat Haninge Centrum,Haninge kommun,Stockholms,59.16835238606632,18.139278743699233
349,591,89,10348,2.5936576553604533,4.33071464751206,1.7370569921516072,2.98669135922482,17975.06575478483,"Apoteksgruppen Domsjö, Domsjö vårdcentral",Örnsköldsviks kommun,Västernorrlands,63.265905801768966,18.69000798430637
350,740,274,7925,5.3334819979064525,7.5363608042770025,2.202878806370551,3.429615605456174,17457.814540486615,Kronans Apotek Kallinge Vårdcentral,Ronneby kommun,Blekinge,56.24610437563206,15.287296571619587
351,969,12,25198,1.2042617453245577,1.8953541527805746,0.691092407456017,1.4278001579628075,17414.146483076715,Apotek Hjärtat ICA Maxi Berga Helsingborg,Helsingborgs kommun,Skåne,56.06564276823154,12.720086775527946
352,229,123,1554,12.554694165745088,23.705675593536384,11.150981427791297,19.075821196723325,17328.625138787676,Apoteket Björken,Strömsunds kommun,Jämtlands,64.11439845132635,16.207907255351177
353,260,8,28626,1.0779134638446854,1.6720654254453688,0.5941519616006834,1.436666492915918,17008.194052781164,Apoteket Ekorren,Göteborgs kommun,Västra Götalands,57.7516020130328,12.031602225234508
354,223,204,12205,5.459824021778218,6.845821708421313,1.3859976866430948,1.9513567025941239,16916.101765478972,Apoteket Biet,Östersunds kommun,Jämtlands,63.168203600677835,14.60300359685443
355,734,113,18485,3.5478859689185915,4.462462165450038,0.9145761965314465,1.6779105416019822,16905.94099288379,Kronans Apotek Öxnehaga Vårdcentral,Jönköpings kommun,Jönköpings,57.774796979782565,14.26542324045914
356,707,231,10477,5.542250070436668,7.120722531200431,1.5784724607637621,3.0027700633879952,16537.655971421937,Kronans Apotek Sjukhuset Falköping,Falköpings kommun,Västra Götalands,58.18769903148621,13.551894150851572
357,834,33,13472,1.671358476972359,2.8972237221189467,1.2258652451465877,1.703143359118319,16514.85658261483,Kronans Apotek Odensala Vårdcentral,Östersunds kommun,Jämtlands,63.15776280955283,14.709441765381191
358,108,28,12889,1.2504481586918204,2.5279617319646377,1.2775135732728176,1.9281324678900535,16465.872445913345,Apotek Hjärtat Landskrona,Landskrona kommun,Skåne,55.888498875910265,12.825002842251944
359,337,28,11808,1.5204774360632747,2.9037180655223813,1.3832406294591064,1.9521446970872898,16333.30535265313,"Apoteksgruppen Gävle, Bomhus",Gävle kommun,Gävleborgs,60.67429954073328,17.21450365293829
360,414,23,11633,0.692151354560421,2.0886116286129797,1.3964602740525587,2.2401624630995185,16245.022368053415,Apoteket Linero,Lunds kommun,Skåne,55.694611752415234,13.242036724423722
361,298,15,18922,1.2151603921152372,2.0707021177847977,0.8555417256695602,1.2798367258562457,16188.560533119418,Apoteket Hinden,Kalmar kommun,Kalmar,56.69200391558843,16.33899633779743
362,1239,9,20466,1.1499856884137538,1.9201744697092444,0.7701887812954905,1.0828275588292804,15762.68359799351,"Apotek Angered, Gårdsten",Göteborgs kommun,Västra Götalands,57.80136052638146,12.034045448248559
363,598,83,14050,2.7021296542840396,3.8235426946745066,1.1214130403904665,1.531528364244441,15755.853217486056,"Kronans Apotek Sandviken, Sandviken Sjukhus",Sandvikens kommun,Gävleborgs,60.60924244778088,16.760140519794177
364,608,14,12464,1.120641819551736,2.3742465429966644,1.2536047234449283,2.3585261185480144,15624.929273017586,"Kronans Apotek Tyresö, Trollbäckens centrum",Tyresö kommun,Stockholms,59.222395962361624,18.2012932452714
365,417,10,15027,0.8251546051805029,1.8634278103638005,1.0382732051832975,1.5462312319256046,15602.13145428941,Apoteket Linnéan,Huddinge kommun,Stockholms,59.21759120344334,18.153005667219276
366,465,57,15891,2.263227403339099,3.2432176347333335,0.9799902313942345,1.5682346807021021,15573.02476708578,Apoteket Norringen,Kristianstads kommun,Skåne,56.04301278889219,14.14820245198469
367,549,8,19304,0.7764015200002802,1.5695123560938247,0.7931108360935446,1.5792247847260357,15310.211579949786,Apoteket Spoven,Stockholms kommun,Stockholms,59.29519580186349,17.934191947829074
368,1152,78,12697,2.2678133073821143,3.4471659692618872,1.1793526618797732,2.3208258903979924,14974.24074788748,"Apoteksgruppen Visby, Visborg",Gotlands kommun,Gotlands,57.61758212518809,18.284168268816728
369,535,207,7143,7.9855828590897895,10.07071870858904,2.08513584949925,3.0936983191884058,14894.125372973142,Apoteket Skärvsta,Sollefteå kommun,Västernorrlands,63.17458989582173,17.23531944855075
370,1340,89,8579,2.6827967382607527,4.398443567110956,1.7156468288502031,2.942290259691589,14718.534144705893,"Apoteksgruppen Kristianstad, Vä",Kristianstads kommun,Skåne,56.00181821443319,14.095614865940403
371,185,11,29751,1.0935694756678302,1.587688145687411,0.49411867001958093,1.0176370424242211,14700.524551752553,Apotek Hjärtat Väsby Centrum (Norr),Upplands Väsby kommun,Stockholms,59.51906170338916,17.911118694431785
372,1230,36,13668,1.0790857849082678,2.1479180156026363,1.0688322306943683,1.976215629388375,14608.798929130626,Apoteket Hovshaga,Växjö kommun,Kronobergs,56.908287695135144,14.798989056208068
373,369,249,14587,4.704650808578307,5.702675097336135,0.9980242887578282,1.2634549488111109,14558.18030011044,Apoteket Kronan,Ulricehamns kommun,Västra Götalands,57.79430034981588,13.414403727773799
374,743,67,11228,1.670283879780431,2.943854668443705,1.2735707886632737,1.9648672584195774,14299.652815111236,Kronans Apotek Karlshamn,Karlshamns kommun,Blekinge,56.17080198237683,14.863799868761587
375,759,5,10198,0.6408902402401482,2.023804500848563,1.3829142606084146,1.9089748846071777,14102.959629684612,Kronans Apotek Ryds Centrum,Linköpings kommun,Östergötlands,58.408627313717254,15.562892379203598
376,19,337,14325,8.434532892394879,9.415069933048805,0.9805370406539264,1.8855184740799746,14046.193107367497,Maxi ICA Stormarknad Enköping,Enköpings kommun,Uppsala,59.65209170203946,17.086816313367468
377,1133,41,12162,1.2263101987615352,2.3786447776167168,1.1523345788551815,1.6746103744755187,14014.693148036718,LloydsApotek Britsarvet Falun,Falu kommun,Dalarnas,60.620286606446925,15.621289820588018
378,997,53,4384,2.822027900835997,6.007646880709482,3.185618979873485,5.437619392741195,13965.753607765357,Apotek Hjärtat ICA Maxi Mellbystrand,Laholms kommun,Hallands,56.50325672736499,12.956371823519888
379,1015,23,6491,1.4967786330430548,3.624991213823429,2.128212580780374,3.5236000983151032,13814.227861845407,LloydsApotek Bohus Göteborg,Ale kommun,Västra Götalands,57.85159810423767,12.016308409725397
380,1221,108,16285,3.569731715309683,4.416482068267608,0.8467503529579253,1.5677231655691912,13789.329497919814,Apotek Hjärtat ICA Maxi Borlänge,Borlänge kommun,Dalarnas,60.48268097887708,15.447956796697714
381,131,16,21202,1.1292590352321046,1.7688528469972515,0.6395938117651468,1.3727143924652982,13560.667997044644,Apotek Hjärtat Lindängen Malmö,Malmö kommun,Skåne,55.55899909703706,13.015001697664527
382,55,63,9984,1.569554851381304,2.925947376025799,1.3563925246444948,1.7763287887654102,13542.222966050636,Apotek Hjärtat Sjöbo Torg,Borås kommun,Västra Götalands,57.749540238686016,12.943623893239959
383,676,46,13700,2.9476517806083136,3.93405366310313,0.9864018824948166,2.1543467395954132,13513.705790178989,Vårdapotek1,Haninge kommun,Stockholms,59.19327754575876,18.1962015366228
384,545,47,18760,0.9480837863674672,1.6599509035131523,0.711867117145685,1.1457131119576838,13354.62711765305,Apoteket Sparvugglan,Haninge kommun,Stockholms,59.172184054655716,18.170212820922135
385,389,269,16202,7.022424459476305,7.844374730858808,0.8219502713825024,1.3235321989523587,13317.238296939304,Apoteket Laxen,Bodens kommun,Norrbottens,65.82510134574842,21.6849915801356
386,1235,34,7236,1.2879507191137158,3.1257620069504517,1.8378112878367356,2.8481358475787837,13298.402478786618,Kronans Apotek Skoghall,Hammarö kommun,Värmlands,59.32441251364886,13.467237442237002
387,330,93,21705,1.9615368330140517,2.5665004287068984,0.6049635956928465,0.7661561148244331,13130.734844513234,Apoteket Korpen,Uddevalla kommun,Västra Götalands,58.35606726283487,11.929859363675115
388,609,14,33835,1.5739284418581685,1.9611379223931724,0.3872094805350038,0.8243860050036876,13101.232773901855,Apoteket Höstvädersgatan,Göteborgs kommun,Västra Götalands,57.71349647467311,11.893905487537685
389,696,27,13143,1.2143234510693275,2.2044673536506254,0.990143902581298,1.6745111630747245,13013.461311626,Kronans Apotek Boda Vårdcentral,Borås kommun,Västra Götalands,57.72992934308863,12.988003891753111
390,529,21,17268,1.1365454344263592,1.8867220374345708,0.7501766030082113,1.0783078240584336,12954.049580745794,Kronans Apotek Lund Fäladstorget,Lunds kommun,Skåne,55.72329593858235,13.203392284298404
391,281,80,3900,3.0680111190718633,6.380961803852746,3.312950684780883,6.7116063566660324,12920.507670645444,Kronans Apotek Kållekärr,Tjörns kommun,Västra Götalands,58.024897510761626,11.658604699535857
392,864,92,7916,2.117994454952047,3.742763812131572,1.6247693571795245,2.919908555808297,12861.674231433117,Kronans Apotek Karlskoga,Karlskoga kommun,Örebro,59.32815206813473,14.575042069586466
393,1258,9,13597,0.9439239578877873,1.8878252822718293,0.9439013243840421,1.802287468495983,12834.22630764982,"Apoteksgruppen Västerås, Allmogeplatsen",Västerås kommun,Västmanlands,59.62249764208862,16.503578859953148
394,1036,20,10555,1.4305883478831951,2.645058095012776,1.214469747129581,1.820697343302199,12818.728180952727,DOZ Apotek Upplands Väsby,Upplands Väsby kommun,Stockholms,59.498672276028834,17.925655840602683
395,646,342,12155,8.022171764035711,9.062897026751868,1.0407252627161567,1.5752292227705773,12650.015568314884,Apoteket Visenten EA,Avesta kommun,Dalarnas,60.14118179878888,16.201235797553892
396,87,14,14121,1.1737651740711117,2.065935417958169,0.8921702438870571,1.122083927063765,12598.336013929134,Apotek Hjärtat Skaragatan 92 Helsingborg,Helsingborgs kommun,Skåne,56.049898472443246,12.727006112379842
397,1249,71,6031,3.780554344174403,5.845069838402675,2.0645154942282713,3.85415584909728,12451.092945690703,Apotek Hjärtat Tjörn,Tjörns kommun,Västra Götalands,58.061731819574646,11.75193222825198
398,1366,26,12467,1.598951773926733,2.596361788695017,0.9974100147682844,1.6183628025913048,12434.710654116201,"Apotek Hjärtat ICA Maxi Moraberg, Södertälje",Södertälje kommun,Stockholms,59.19942713364886,17.669869171905027
399,1376,94,9495,3.6226191258234337,4.927681529904134,1.3050624040806997,2.0468140179502505,12391.567526746243,C4 Shopping Kristianstad,Kristianstads kommun,Skåne,56.02630976171366,14.206221495094178
400,532,11,10882,0.8916687710963968,2.0141371742851577,1.1224684031887608,1.9983068994522273,12214.701163500096,"Apoteksgruppen Täby, Näsby Park",Täby kommun,Stockholms,59.430403258370156,18.095307774611694
401,1337,34,9869,2.193528379742778,3.41878285988552,1.2252544801427425,2.899981377787254,12092.036464528726,ICA Kvantum Hammarö,Hammarö kommun,Värmlands,59.34239413162812,13.504372497535304
402,1392,22,11274,1.1689126869674233,2.239776624758606,1.0708639377911826,2.008734090542323,12072.920034657793,Kronans Apotek Brunna Park,Upplands-Bro kommun,Stockholms,59.495703355307555,17.74142890253054
403,239,128,5996,5.96097952620724,7.97094009999439,2.0099605737871507,5.0434222336992365,12051.723600427755,Apoteket Blåklockan,Luleå kommun,Norrbottens,65.67160884410555,21.931853380513637
404,699,91,7005,4.408758267587883,6.0936179068831535,1.6848596392952708,2.427193046126124,11802.441773263372,Kronans Apotek Båstad,Båstads kommun,Skåne,56.426997820816155,12.847997863944382
405,1137,11,11491,1.3126039820485185,2.3279066171444307,1.0153026350959122,2.092084437138241,11666.842579887127,LloydsApotek Halmstad,Halmstads kommun,Hallands,56.6604395223279,12.80657685569892
406,422,59,11151,2.121611987612085,3.1622394812014827,1.0406274935893975,1.405851887273465,11604.037181015372,"Apoteksgruppen Sundsvall, Granlo",Sundsvalls kommun,Västernorrlands,62.40388307991487,17.254978215088027
407,308,5,17698,0.7722922874493685,1.4189102010338408,0.6466179135844725,0.9626402284019622,11443.843834617994,"Apoteksgruppen Sundbyberg, Hallonbergen centrum",Sundbybergs kommun,Stockholms,59.37549238063701,17.968757878517575
408,817,15,18404,1.1693751319883805,1.7845219789748277,0.6151468469864473,0.7732689383429051,11321.162571938576,Kronans Apotek Ålidhem,Umeå kommun,Västerbottens,63.81259932654725,20.31505092586681
409,1372,88,6402,3.4074062965417617,5.161105769965608,1.753699473423847,2.427576944026606,11227.184028859469,Apoteket Entré Båstad,Båstads kommun,Skåne,56.426255514388274,12.887415083224843
410,221,24,10131,1.703650978919392,2.804895673791734,1.1012446948723422,1.3860833250915112,11156.7100037517,"Apoteksgruppen Saltsjöbaden, Tippens Centrum",Nacka kommun,Stockholms,59.28521579094342,18.275644107241156
411,282,35,6115,2.2172540475519473,4.0084783199238325,1.7912242723718843,2.8507041348984092,10953.336425554073,Apoteket Gammelstad,Luleå kommun,Norrbottens,65.64155337269719,22.014101544089254
412,1126,96,6755,2.7560776188946408,4.377592437226962,1.6215148183323214,3.090221325010944,10953.332597834831,ICA Kvantum Sollefteå,Sollefteå kommun,Västernorrlands,63.16156532580796,17.289709170331548
413,1123,117,8585,3.994559515480982,5.266327615016011,1.2717680995350285,2.6433651490044934,10918.129134508219,Kronans Apotek Finspång Viberga,Finspångs kommun,Östergötlands,58.70120279984592,15.815605386909413
414,990,7,10993,0.6326981040554767,1.6227652518925224,0.9900671478370456,1.3002017263155992,10883.808156172643,Kronans Apotek Fisksätra,Nacka kommun,Stockholms,59.2933801897762,18.257226570100645
415,514,16,9601,0.9733805980817197,2.1035687645821786,1.1301881665004585,1.5467318859753085,10850.936586570902,"Kronans Apotek Gävle, Sätra centrum",Gävle kommun,Gävleborgs,60.69184618274101,17.11697185598141
416,630,4,21318,0.6975485034270229,1.1966831484964706,0.4991346450694477,1.115011081183968,10640.552363590486,"Apoteksgruppen Årsta, Hjälmarsvägen",Stockholms kommun,Stockholms,59.297532669190424,18.052948453035082
417,993,51,13662,2.0304400695411253,2.805643965133689,0.7752038955925633,1.763228487688332,10590.8356215856,Apotek Hjärtat ICA Maxi Eskilstuna,Eskilstuna kommun,Södermanlands,59.388160847003746,16.533843590331387
418,513,6,19606,1.024348140922619,1.5609261404748673,0.5365779995522486,1.1558572850554008,10520.148259221385,Apoteket Pelikanen,Stockholms kommun,Stockholms,59.382403740559504,17.897204412069893
419,954,126,17652,3.2754125057284025,3.8690902810523355,0.5936777753239331,0.8805499493374915,10479.600090018066,Apotek Hjärtat Commerce Skövde,Skövde kommun,Västra Götalands,58.390467649849555,13.845124981595509
420,493,4,9550,0.45584567527963926,1.5527356653224043,1.0968899900427649,1.531415091453224,10475.299404908405,"Apoteksgruppen Sköndal, Sköndalsvägen",Stockholms kommun,Stockholms,59.25579866930143,18.114403215736075
421,607,14,7665,1.152844771266634,2.514731742301286,1.361886971034652,2.8079107942575545,10438.863632980607,"Apoteksgruppen Djursholm, Djursholms centrum",Danderyds kommun,Stockholms,59.39789994865562,18.08770617954742
422,1109,61,14721,2.839156581154476,3.5422655390349274,0.7031089578804512,1.0122929018361293,10350.466968958122,Apotek Hjärtat ICA Kvantum Höganäs,Höganäs kommun,Skåne,56.19150231725657,12.566845969494198
423,772,23,11129,1.0193757033903277,1.947512263922722,0.9281365605323946,1.6859740924914426,10329.23178216502,Kronans Apotek Eneby Centrum,Norrköpings kommun,Östergötlands,58.6037057408911,16.14368926252608
424,132,3,19254,0.5413378198745211,1.0760447147213883,0.5347068948468673,0.8628908774602316,10295.246553381583,Apotek Hjärtat Bellevuegården Malmö,Malmö kommun,Skåne,55.58079988408739,12.975806884826005
425,536,113,11622,3.39068486738849,4.27357497248581,0.8828901050973194,1.3641690413448542,10260.948801441045,Kronans Apotek Sylte centrum,Trollhättans kommun,Västra Götalands,58.254684397962194,12.278400036930114
426,1331,25,10960,1.7817249044884311,2.7175572734224325,0.9358323689340011,2.1002301417438196,10256.722763516653,Apotek Hjärtat ICA Kvantum Mariehem,Umeå kommun,Västerbottens,63.83171637675566,20.329526042812752
427,1175,35,8983,1.9529621917299476,3.0923405967848514,1.1393784050549036,1.9104474995108616,10235.0362126082,Kronans Apotek Varberg Breared,Varbergs kommun,Hallands,57.082358961708856,12.278509684405622
428,592,8,12464,1.1568717255539347,1.973254387311254,0.8163826617573193,1.2314523532243966,10175.393496143228,"Apoteksgruppen Sävedalen, Vallhamra torg",Partille kommun,Västra Götalands,57.720098759351835,12.070094945239983
429,764,85,6076,4.107617298367823,5.779307932920501,1.6716906345526785,2.3903510078348216,10157.192295542074,Kronans Apotek Bergnäset Vårdcentral,Luleå kommun,Norrbottens,65.57440698526052,22.10659807140466
430,1194,89,10983,3.6008948559157044,4.519716080883156,0.9188212249674516,1.3235324951644034,10091.41351381752,"Apoteksgruppen Boden, Ugglegatan",Bodens kommun,Norrbottens,65.81774566645507,21.70779775478488
431,528,14,15742,1.212126390675702,1.8528272854197219,0.6407008947440196,1.4529830869239755,10085.913485060357,"Apoteksgruppen Karlstad, Rudstorget",Karlstads kommun,Värmlands,59.40510032309611,13.51825632118999
432,1097,7,11118,0.4232602453429894,1.325397938117409,0.9021376927744197,0.9863340419482792,10029.966868265998,DOZ Apotek Vårberg Stockholm,Stockholms kommun,Stockholms,59.27591170979513,17.889235654321787
433,1061,49,2594,1.983874345025185,5.848497474094725,3.8646231290695408,5.448510641665303,10024.832396806389,"Apoteksgruppen Grebbestad, Tage Wikströms gata",Tanums kommun,Västra Götalands,58.691602418718915,11.255096640720483
434,994,47,7198,1.7884379904012722,3.1695414458112077,1.381103455409936,2.186875620377327,9941.182672040719,Apotek Hjärtat ICA Maxi Gävle,Gävle kommun,Gävleborgs,60.64652933871495,17.147162408493934
435,1238,19,6976,1.8378222118490903,3.2604732010499005,1.42265098920081,2.751539824702341,9924.41330066485,Kronans Apotek Hjärup,Staffanstorps kommun,Skåne,55.6660468017615,13.169812381924809
436,1399,8,12786,0.8128167786219305,1.588792171851347,0.7759753932294163,1.7708537819165986,9921.621377831318,Kronans Apotek Uppsala Rosendal,Uppsala kommun,Uppsala,59.83247990289905,17.633646531297305
437,1363,154,11165,3.9213999312601513,4.808672536260718,0.8872726050005669,1.5364935799011263,9906.39863483133,LloydsApotek Falkenberg Tånga Handelsplats,Falkenbergs kommun,Hallands,56.91840309212728,12.50296455562978
438,497,34,355,12.796313257608613,40.530103027877686,27.73378977026907,49.71798468191869,9845.49536844552,"Apotek Hjärtat Fjellhandel, Storlien",Åre kommun,Jämtlands,63.311448806597284,12.108752467593444
439,34,36,14481,1.2518227679178018,1.9295554769591376,0.6777327090413359,0.8910517923857169,9814.247359627585,Varbergaapotek,Örebro kommun,Örebro,59.28712393236027,15.180049469427244
440,539,18,11084,1.55011051673795,2.435275350967499,0.8851648342295486,1.3546947086390166,9811.167022600317,Kronans Apotek Höllviken,Vellinge kommun,Skåne,55.41725150240751,12.952090616653855
441,1024,6,13580,0.7064262671063928,1.4253174018151333,0.7188911347087406,0.8606893443900402,9762.541609344697,Rågsved Apotek,Stockholms kommun,Stockholms,59.256895740625126,18.027602815511887
442,1187,90,8366,3.113341796237315,4.279160626085198,1.1658188298478822,2.5122754444833366,9753.240330507382,LloydsApotek Västervik,Västerviks kommun,Kalmar,57.76776439446347,16.596857376638614
443,1075,2,9635,0.5424482795663073,1.5389336070570372,0.9964853274907299,1.091956239840894,9601.136130373183,ICA Supermarket Mörners,Växjö kommun,Kronobergs,56.889762153218705,14.798218637505464
444,363,197,11584,2.861123436446495,3.6822733664172542,0.8211499299707589,0.9940391850129373,9512.20078878127,Apoteket Kronan,Skara kommun,Västra Götalands,58.38563987083235,13.437414292105942
445,775,44,13124,1.4693310977533538,2.1847998823263586,0.7154687845730044,1.1097201613725773,9389.81232873611,Kronans Apotek Ekensbergs Vårdcentral,Nyköpings kommun,Södermanlands,58.76067779082514,17.03414777528703
446,1308,54,4740,2.868339611819497,4.845053271869634,1.9767136600501378,3.816415386727025,9369.622748637654,Apotek Hjärtat ICA Maxi Hyllinge,Åstorps kommun,Skåne,56.10094964992538,12.858831486017293
447,606,5,23078,0.7136091303539596,1.1196065468050085,0.40599741645104886,0.6860391003366472,9369.608376857306,"Apoteksgruppen Göteborg, Munkebäcks torg",Göteborgs kommun,Västra Götalands,57.719202874044655,12.02629569176845
448,1212,9,9725,0.8582975169351688,1.8180065107818304,0.959708993846662,1.5079564435372423,9333.169965158788,Trångsund Apotek,Huddinge kommun,Stockholms,59.22759404915129,18.132169544678302
449,1248,88,7166,3.6787140242901275,4.972505890414091,1.2937918661239631,3.487274599447619,9271.31251264432,Apoteket Tallen,Falu kommun,Dalarnas,60.576969624478274,15.60841478123088
450,456,7,14757,0.9576172620830319,1.583023274199676,0.62540601211664415,0.7227674959762566,9229.116520805317,"Apoteksgruppen Malmö, Kirsebergstorg",Malmö kommun,Skåne,55.60920382842171,13.036806028855807
451,814,95,9031,3.7619545149456397,4.779237905818506,1.0172833908728667,1.441875509521049,9187.086302972859,Kronans Apotek Backens Hälsocentral,Umeå kommun,Västerbottens,63.8371986137393,20.163295246320658
452,32,59,12543,2.3942523190619434,3.1232954608954926,0.7290431418335496,1.2743978296685183,9144.388128018212,Apoteket Önsta Gryta,Västerås kommun,Västmanlands,59.64833466569753,16.53937008335448
